Name,Current price,Change(%),Open,High,Low,Volume
HAOXI HEALTH TECHNOLOGY,7.32,14.31,7.64,8.2,7.05,80842
AURA BIOSCIENCES INC.,7.78,1.04,7.83,7.94,7.57,80569
NOODLES & COMPANY,2.59,1.97,2.55,2.61,2.51,80479
ACACIA RESEARCH,3.96,1.28,3.94,4.03,3.91,80453
COEPTIS THERAPEUTICS HLD.,0.572,0.35,0.59,0.5997,0.5121,79810
SAPIENS INTERNATIONAL,27.57,0.99,27.05,27.61,26.75,79768
ANIXA BIOSCIENCES INC.,4.58,0.88,4.6,4.7,4.49,79429
UPEXI INC.,1.19,12.46,1.26,1.27,1.16,79371
SYNCHRONOSS TECHNOLOGIES INC.,7.3,12.54,7.84,7.84,7.02,79276
QUINCE THERAPEUTICS INC.,1.31,5.65,1.24,1.31,1.2,78890
ARCIMOTO INC.,0.67,10.89,0.6759,0.68,0.65,78570
BRIDGEWATER BANCSHARES INC.,12.3,11.68,12.44,12.69,11.9,78438
FIRST CITIZENS BANCSHARES INC.,1485.77,11.6,1510.0,1516.22,1457.74,78051
OAK WOODS ACQUISITION,0.1001,0.0,0.13,0.13,0.1001,78000
RENOVARO BIOSCIENCES INC.,4.33,10.92,4.31,4.42,4.2,77838
PLEXUS CORP.,97.45,2.88,94.3,97.61,94.3,77701
FREQUENCY ELECTRONICS INC.,10.9,6.65,10.35,11.04,10.2,77620
CYTOMED THERAPEUTICS,3.5,11.13,3.65,3.65,3.43,77488
BLUE WORLD ACQUISITION,0.17,0.0,0.145,0.17,0.145,77328
BEYONDSPRING INC.,1.0,2.04,0.9782,1.02,0.9782,77211
STERLING CHECK CORP.,13.97,2.42,13.75,14.0,13.75,77209
MAISON SOLUTIONS INC.,0.911,1.75,0.8973,0.943,0.87,77149
BIODEXA PHARMACEUTICALS PLC ADS,1.43,111.18,1.61,1.75,1.41,76928
SACKS PARENTE GOLF INC.,0.7581,8.36,0.6705,0.76,0.6601,76898
FUTURETECH II ACQUISITION,11.01,0.27,11.04,11.05,11.01,76854
CARISMA THERAPEUTICS INC.,2.16,2.86,2.1,2.21,2.05,76765
RICHARDSON ELECTRONICS,9.92,0.81,9.87,10.03,9.84,76566
BROOGE ENERGY LTD.,1.94,5.43,1.82,1.94,1.67,75948
OPAL FUELS INC.,4.76,11.65,4.83,4.86,4.72,75946
GOLDEN STAR ACQUISITION,10.51,0.1,10.51,10.52,10.51,75906
LANTRONIX INC.,6.16,1.32,6.07,6.29,6.07,75676
ANI PHARMACEUTICALS INC.,56.51,1.24,55.67,56.51,54.39,75470
GLOBUS MARITIME LTD.,2.26,12.59,2.3,2.37,2.2,75355
SUPER LEAGUE ENTERPRISE INC.,2.07,1.97,1.95,2.15,1.94,75256
ITEOS THERAPEUTICS INC.,10.21,2.61,10.01,10.42,9.98,75255
MAIDEN HOLDINGS LTD.,1.77,0.57,1.75,1.83,1.74,75242
KELLY SERVICES INC.,20.86,1.51,20.68,20.86,20.55,75219
CHINA LIBERAL EDUCATION HLD.,2.14,117.69,2.56,2.57,2.1,75118
KEYARCH ACQUISITION,10.91,0.0,10.91,10.91,10.91,74907
TH INTERNATIONAL,1.58,12.47,1.62,1.62,1.57,74863
ALARM.COM HOLDINGS INC.,61.87,1.73,61.12,61.92,60.71,74654
CYTOSORBENTS CORP.,1.01,0.0,1.0,1.01,0.96,74651
KIRKLAND S INC.,3.1,16.06,3.26,3.26,3.02,74546
RCM TECHNOLOGIES INC.,27.87,1.16,27.61,28.0,27.1,74342
BANZAI INTERNATIONAL INC.,1.58,11.25,1.61,1.67,1.57,74225
AFYA LTD.,20.59,4.94,19.67,20.62,19.64,74174
SPI ENERGY CO.,0.613,0.16,0.6144,0.627,0.6,74036
RUMBLEON INC.,6.78,1.65,6.76,6.86,6.43,74002
CENTRAL PLAINS BANCSHARES INC.,10.19,10.59,10.21,10.22,10.06,73910
SRIVARU HOLDING LTD.,0.2023,14.49,0.211,0.226,0.2015,73843
BLUE STAR FOODS,0.1346,1.2,0.133,0.14,0.133,73433
ABACUS LIFE INC.,12.47,0.16,12.43,12.6,12.39,73351
APOLLO MEDICAL HLD.,35.73,2.82,34.88,35.84,34.78,72442
XIAO-I CORP.,1.92,1.05,1.9,2.0,1.87,72351
APTOSE BIOSCIENCES INC.,1.98,11.0,2.09,2.09,1.96,72283
BENEFICIENT,0.327,12.1,0.334,0.34,0.3151,72254
ICORECONNECT INC.,1.54,10.0,1.45,1.58,1.45,72140
CALAMOS LONG/SHORT EQUITY & DYNAMIC,15.16,1.07,15.0,15.28,15.0,72079
MAGIC SOFTWARE ENTERPRISES,10.28,2.9,10.05,10.28,9.98,71968
MEIRAGTX HOLDINGS PLC,6.11,0.66,6.18,6.18,5.91,71880
KALTURA INC.,1.69,0.6,1.71,1.71,1.66,71772
GLOBAL MOFY METAVERSE,2.4,14.38,2.39,2.62,2.36,71401
STREAMLINE HEALTH SOLUTIONS,0.3965,1.67,0.398,0.4006,0.36,71302
SENSUS HEALTHCARE INC.,3.24,10.31,3.26,3.36,3.15,71273
LSI INDUSTRIES INC.,13.85,1.39,13.63,13.91,13.57,70976
CENTRAL GARDEN & PET CO.,41.82,1.31,41.37,41.87,41.33,70720
BIOTE CORP.,4.01,5.8,4.14,4.17,3.92,70719
S&W SEED COMPANY,0.5061,1.0,0.5059,0.5299,0.49,70678
AMERICAN SOFTWARE INC.,11.2,11.15,11.2,11.3,11.1,70673
KIMBALL ELECTRONICS INC.,24.46,2.86,23.84,24.52,23.84,70368
1STDIBS.COM INC.,4.43,13.9,4.62,4.63,4.41,70106
EVOGENE,0.7852,2.96,0.7692,0.82,0.717,70011
SPECTAIRE HOLDINGS INC.,1.75,1.16,1.68,1.75,1.57,69984
VYNE THERAPEUTICS INC.,1.82,6.43,1.71,1.83,1.71,69983
RED CAT HOLDINGS INC.,0.685,2.16,0.661,0.685,0.6556,69880
SO-YOUNG INTERNATIONAL,1.03,1.98,1.04,1.04,0.98,69771
VINTAGE WINE ESTATES INC.,0.4867,1.4,0.499,0.5,0.471,69748
GOLDEN ENTERTAINMENT INC.,39.01,1.64,38.6,39.24,38.43,69450
PRICESMART INC.,77.04,1.34,76.36,77.06,76.01,69380
KLX ENERGY SERVICES HLD.,9.76,0.41,9.73,9.9,9.4,69335
LUNA INNOVATIONS INC.,7.35,2.51,7.19,7.44,7.05,68899
ATLANTA BRAVES HLD.,40.6,0.72,40.46,40.83,40.03,68891
THERMOGENESIS HLD.,0.5275,10.36,0.47,0.53,0.47,68862
COMMERCIAL VEHICLE GROUP INC.,6.64,2.31,6.53,6.7,6.49,68754
GENTHERM INC,49.32,2.43,48.26,49.45,48.12,68383
INTELLIGENT BIO SOLUTIONS INC.,2.41,13.6,2.38,2.46,2.32,68261
THE HACKETT GROUP INC.,23.29,0.74,23.13,23.32,22.98,68154
SONIM TECHNOLOGIES INC.,0.659,13.94,0.7178,0.7178,0.64,67951
ALLARITY THERAPEUTICS INC.,0.4478,3.04,0.4449,0.458,0.4449,67705
ALPHA AND OMEGA SEMICONDUCTOR,25.89,0.9,25.81,25.94,25.48,67692
MERCHANTS BANCORP,42.17,13.59,44.1,44.26,41.84,67542
PRAXIS PRECISION MEDICINES,43.73,0.23,44.44,45.0,41.89,67536
BLUE FOUNDRY BANCORP,9.49,10.52,9.54,9.63,9.22,67510
UNICYCIVE THERAPEUTICS INC.,0.96,1.05,0.95,0.98,0.9201,67381
ETON PHARMACEUTICALS INC.,4.6,11.5,4.7,4.74,4.51,67187
LIQUIDITY SERVICES INC.,17.62,0.97,17.47,17.66,17.47,66993
FRANKLIN ELECTRIC CO. INC.,96.48,2.36,95.18,96.6,95.07,66977
WORKSPORT LTD.,1.37,2.24,1.32,1.37,1.32,66888
DOCEBO INC.,44.31,0.82,44.52,44.81,42.96,66781
NOVANTA INC.,157.4,1.84,156.24,158.33,154.14,66776
HAMILTON LANE INC.,118.5,2.21,116.32,118.53,114.7,66771
INTENSITY THERAPEUTICS INC.,4.99,1.42,5.05,5.08,4.6,66533
AVITA MEDICAL INC.,17.53,4.59,17.0,17.62,16.91,66528
NYXOAH SA,10.97,1.39,10.33,11.14,9.7,66451
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,20.95,10.43,21.26,21.5,20.03,66155
NEXTPLAY TECHNOLOGIES INC.,1.26,3.28,1.28,1.34,1.21,66149
VIGIL NEUROSCIENCE INC.,2.69,11.1,2.76,2.78,2.63,65903
MOUNTAIN & CO. I ACQUISITION,11.35,0.0,11.35,11.35,11.35,65839
NEUROONE MEDICAL TECHNOLOGIES,1.38,10.4,1.29,1.42,1.27,65789
PRELUDE THERAPEUTICS INC.,3.27,10.3,3.25,3.51,3.11,65629
CELCUITY INC.,15.23,0.86,15.16,15.89,15.04,65451
DBV TECHNOLOGIES S.A. ADS,0.89,12.94,0.91,0.9301,0.88,65337
BOOKING HOLDINGS INC.,3558.45,1.45,3592.25,3599.56,3511.7,65201
EDAP TMS S.A. ADS,6.34,14.66,6.73,6.73,6.32,64905
BYND CANNASOFT ENTERPRISES,0.2,12.53,0.205,0.205,0.1902,64779
BRIGHTCOVE INC.,2.26,11.31,2.32,2.33,2.25,64434
SOLIGENIX INC.,0.6699,10.01,0.6812,0.6816,0.65,64300
ARTERIS INC.,6.16,10.48,6.17,6.19,6.01,64242
GEOVAX LABS INC.,3.32,10.3,3.35,3.76,3.2,64112
AMALGAMATED FINANCIAL,26.02,12.03,26.66,26.83,25.1,64099
BEL FUSE INC.,68.99,3.19,67.21,69.53,67.21,63864
OUTBRAIN INC.,3.9,10.76,3.97,4.12,3.88,63779
THE RMR GROUP INC.,26.36,1.03,25.97,26.44,25.8,63736
ROCKY MOUNTAIN CHOCOLATE FACTORY,4.1,2.5,4.1,4.2,4.01,63611
LIANBIO ADS,4.18,1.7,4.12,4.21,4.07,63553
CREATIVE REALITIES INC.,2.97,2.41,3.07,3.07,2.96,63534
IMUNON INC.,0.56,8.53,0.52,0.58,0.52,63520
BLUEJAY DIAGNOSTICS INC.,0.8,10.06,0.8,0.85,0.78,63516
PASSAGE BIO INC.,0.9702,11.0,0.97,1.03,0.965,63506
GERMAN AMERICAN BANCORP INC.,32.49,11.93,33.42,33.51,31.68,63427
UNITED FIRE GROUP INC,22.22,10.85,22.35,22.41,21.87,63298
GH RESEARCH PLC,7.63,0.53,7.52,8.21,7.01,63231
ALPINE 4 HOLDINGS INC.,0.57,1.79,0.57,0.58,0.55,62751
MIDLAND STATES BANCORP INC.,25.73,12.02,26.43,26.5,25.17,62711
ALARUM TECHNOLOGIES,11.09,12.29,11.35,11.5,10.79,62569
BANK OZK 4.625% SERIES A NON-CUMULATIVE,16.87,11.06,17.05,17.25,16.5,62474
MONARCH CASINO & RESORT INC.,69.47,0.78,69.46,69.53,68.26,62425
FARMERS NATIONAL BANC,13.74,0.15,13.69,13.8,13.28,62249
EVERCOMMERCE INC.,9.9,1.64,9.8,10.01,9.8,62242
YATRA ONLINE INC.,1.67,11.18,1.7,1.7,1.65,62224
GYRE THERAPEUTICS INC.,12.19,11.46,12.46,13.5,12.07,62122
GUARDFORCE AI CO.,2.46,1.23,2.51,2.51,2.35,62117
VIRIOS THERAPEUTICS INC.,0.4151,1.24,0.43,0.43,0.4051,62001
KURA SUSHI USA INC.,101.74,3.68,99.45,101.83,96.6,61964
CHUY S HOLDINGS INC.,34.86,3.11,34.06,34.86,33.74,61929
APREA THERAPEUTICS INC.,5.7,10.25,5.28,5.76,4.94,61802
STEAKHOLDER FOODS,0.57,7.55,0.54,0.57,0.53,61613
STONEX GROUP INC.,66.51,1.16,65.62,66.73,65.51,61545
FARMER BROTHERS CO.,3.7,5.11,3.52,3.8,3.52,61480
AMERISERV FINANCIAL INC.,3.1,4.38,3.16,3.18,3.05,61214
SILVERSUN TECHNOLOGIES INC.,13.26,10.38,12.81,13.94,12.81,61097
AXT INC,2.52,2.44,2.5,2.54,2.47,60966
TEXAS CAPITAL BANCSHARES,19.1,11.8,19.63,19.69,18.76,60860
PONO CAPITAL TWO INC. UNIT,10.95,0.0,10.95,10.95,10.95,60701
SEZZLE INC.,44.0,15.82,37.51,48.99,37.51,60688
MICROBOT MEDICAL INC.,1.29,0.0,1.32,1.32,1.26,60562
MERCANTILE BANK,39.78,10.77,40.33,40.58,38.67,60506
5E ADVANCED MATERIALS INC.,1.36,14.23,1.43,1.48,1.3,60439
GENELUX CORP.,10.57,10.09,10.81,11.15,10.52,60297
MONOPAR THERAPEUTICS INC.,0.3707,10.49,0.3356,0.38,0.3356,60114
ALPHATIME ACQUISITION CORP RIGHT,0.1101,0.0,0.1101,0.1101,0.11,60000
WAVEDANCER INC.,2.75,35.47,1.97,2.75,1.97,59954
LEXARIA BIOSCIENCE,1.56,4.7,1.54,1.58,1.47,59926
LIFECORE BIOMEDICAL INC.,6.48,10.77,6.52,6.77,6.23,59822
CALAMOS DYNAMIC CONVERTIBLE &,20.79,1.02,20.59,20.83,20.58,59776
OSI SYSTEMS INC.,130.27,1.75,128.38,131.42,127.79,59722
DORMAN PRODUCTS INC.,83.38,2.42,81.42,83.38,81.03,59579
AGILE THERAPEUTICS INC.,1.51,11.31,1.57,1.57,1.45,59571
PROSOMNUS INC.,0.8025,4.77,0.7506,0.84,0.7506,59299
RADCOM,10.01,15.39,10.5,10.5,9.92,59277
AUDDIA INC.,0.1924,13.8,0.2005,0.2096,0.1924,59273
MONROE CAPITAL CORP.,7.34,1.66,7.26,7.35,7.17,59122
CONNECTONE BANCORP,19.04,1.17,18.9,19.2,18.49,59079
GRIID INFRASTRUCTURE INC.,4.05,18.78,4.3,4.8,4.05,59064
MAGIC EMPIRE GLOBAL,0.812,10.98,0.835,0.85,0.812,58891
ENLIVEN THERAPEUTICS INC.,16.44,4.71,15.67,16.98,14.89,58736
PINTEC TECHNOLOGY HLD.,1.12,10.88,1.09,1.12,1.09,58728
XILIO THERAPEUTICS INC.,0.67,3.08,0.6644,0.6971,0.65,58267
DAVIS COMMODITIES,1.03,3.0,0.98,1.07,0.98,58126
THIRD COAST BANCSHARES INC.,19.5,2.63,19.1,19.83,18.85,58001
ERIE INDEMNITY CO.,346.99,0.34,343.63,346.99,337.58,57975
LYRA THERAPEUTICS INC.,4.59,0.88,4.58,4.71,4.49,57934
MOBILICOM LTD.,1.22,11.61,1.26,1.29,1.16,57768
ADDUS HOMECARE CORP.,88.49,2.18,86.61,88.49,86.61,57760
COMPUTER PROGRAMS AND SYSTEMS,10.24,1.09,10.15,10.32,9.94,57634
INNO HOLDINGS INC.,1.15,2.68,1.08,1.16,1.07,57593
VIRAX BIOLABS GROUP,0.79,13.66,0.82,0.82,0.7701,57544
SCIENCE 37 HOLDINGS INC.,5.69,0.35,5.68,5.7,5.67,57353
CHIJET MOTOR CO.,0.4776,16.17,0.5,0.5018,0.451,57086
HUNTINGTON BANCSHARES INC.,19.56,10.15,19.53,19.66,18.71,57003
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,2.81,13.44,2.92,2.96,2.78,56679
IMMUNEERING CORP.,5.74,12.21,5.98,6.01,5.57,56674
GAMBLING.COM GROUP,9.26,1.2,9.16,9.28,9.1,56452
UNIVERSAL STAINLESS & ALLOY PRODUCTS,19.15,1.0,18.81,19.28,18.74,56452
ASTEC INDUSTRIES INC.,35.88,0.79,35.79,36.22,34.81,56377
LIFEVANTAGE CORP.,5.47,3.01,5.43,5.48,5.22,56285
IO BIOTECH INC.,1.8,3.45,1.73,1.82,1.68,56280
FLUX POWER HOLDINGS INC.,4.64,1.31,4.6,4.79,4.57,56241
BRIACELL THERAPEUTICS,3.89,15.58,4.11,4.2,3.82,56239
LARGO INC.,2.0,0.0,2.0,2.08,1.99,56201
PRIMIS FINANCIAL,12.82,12.88,13.25,13.34,12.54,56192
VOR BIOPHARMA INC.,2.35,2.17,2.32,2.37,2.3,56185
INTERNATIONAL GENERAL INSURANCE HLD.,13.3,11.19,13.3,13.39,12.99,56144
PEPPERLIME HEALTH ACQUISITION,10.92,0.0,10.92,10.92,10.92,55779
EPLUS INC.,77.41,2.48,76.31,77.59,75.62,55740
OPTIMIZERX CORP.,14.79,4.75,14.16,14.92,13.93,55627
THE YORK WATER CO.,36.61,2.03,36.05,36.62,35.96,55465
COLLECTIVE AUDIENCE INC.,0.768,3.31,0.7793,0.8199,0.7065,55428
AVEANNA HEALTHCARE HLD.,2.42,5.22,2.28,2.43,2.19,55300
INFORMATION SERVICES GROUP,4.58,3.62,4.44,4.61,4.44,55125
INDEPENDENT BANK,25.18,11.02,25.52,26.1,24.56,54844
CSW INDUSTRIALS INC.,219.98,3.98,210.08,222.12,210.08,54773
PORTAGE BIOTECH INC.,0.76,112.64,0.86,0.86,0.75,54705
PDF SOLUTIONS INC.,31.69,1.57,31.26,31.69,31.06,54608
LIMBACH HOLDINGS INC.,43.29,0.67,43.29,44.04,42.7,54533
GEOSPACE TECHNOLOGIES,15.14,0.53,15.02,15.48,14.73,54427
AIRSHIP AI HOLDINGS INC,1.56,3.31,1.54,1.58,1.51,54376
FARO TECHNOLOGIES INC.,23.17,2.34,22.8,23.18,22.45,54290
NIOCORP DEVELOPMENTS,3.02,13.21,3.08,3.16,3.01,54262
IMMUNOPRECISE ANTIBODIES,1.89,4.42,1.91,1.97,1.79,54236
ABIVAX SA ADS,13.17,10.08,13.3,13.53,12.92,54214
VIANT TECHNOLOGY INC.,8.93,4.2,8.69,8.93,8.38,54212
TELA BIO INC.,6.98,1.01,7.01,7.07,6.81,54032
PATRICK INDUSTRIES INC.,101.94,1.54,100.68,102.2,99.43,53837
CLEARSIDE BIOMEDICAL INC.,1.33,6.4,1.25,1.33,1.25,53830
NUVECTIS PHARMA INC.,7.14,12.06,7.43,7.74,6.69,53793
OPGEN INC.,0.3399,0.32,0.3488,0.3488,0.32,53750
UNITY BIOTECHNOLOGY INC.,1.76,1.73,1.77,1.78,1.71,53618
EVERSPIN TECHNOLOGIES INC.,8.66,1.41,8.56,8.67,8.45,53449
RENALYTIX PLC ADS,0.2999,15.33,0.3199,0.3199,0.2999,53356
YOSHIHARU GLOBAL CO.,4.64,9.95,4.5,5.18,4.31,53295
HIGHWAY HOLDINGS,2.04,4.08,2.03,2.14,1.97,53271
BURNING ROCK BIOTECH,0.85,11.16,0.88,0.92,0.8492,53181
SOTHERLY HOTELS INC.,1.38,10.72,1.39,1.43,1.37,53157
NATIONAL BEVERAGE,47.22,2.12,46.28,47.24,46.08,53110
FIRST WESTERN FINANCIAL INC.,16.87,11.06,17.08,17.08,16.3,53107
BOWEN ACQUISITION CORP,10.36,0.0,10.35,10.38,10.35,52989
SINGULARITY FUTURE TECHNOLOGY,0.6152,1.69,0.64,0.64,0.5911,52571
MIDDLESEX WATER CO.,57.23,2.25,56.09,57.61,56.03,52571
INSIGHT ENTERPRISES INC.,187.69,1.6,184.94,187.69,183.36,52535
HUNTINGTON BANCSHARES INC.,24.17,10.62,24.47,24.57,24.09,52520
IM CANNABIS CORP.,0.251,13.42,0.2717,0.2717,0.245,52395
FIRST FINANCIAL,38.83,11.5,39.5,39.67,37.64,52362
A SPAC II ACQUISITION,0.0601,10.5,0.06,0.0604,0.06,52124
COLONY BANKCORP INC.,11.94,12.37,12.3,12.32,11.73,52111
VAST RENEWABLES LTD.,2.01,14.74,2.15,2.4,1.75,52062
APOGEE ENTERPRISES INC.,53.95,2.16,52.81,54.01,52.81,51892
ADAMAS ONE CORP.,0.549,9.56,0.5015,0.55,0.49,51849
NUKKLEUS INC.,0.8987,10.14,0.8865,0.9345,0.8567,51686
PLURI INC.,0.69,4.07,0.6848,0.7389,0.644,51392
MONDEE HOLDINGS INC.,2.3,11.71,2.32,2.39,2.3,51173
GENERATION,3.95,15.05,3.96,4.0,3.87,51055
EUROSEAS LTD.,39.59,10.38,39.74,41.65,38.44,51041
FINANCIAL INSTITUTIONS INC.,20.21,13.3,21.0,21.1,19.81,51007
WISEKEY INTERNATIONAL HOLDING LTD ADS,2.23,1.83,2.2,2.23,2.12,50921
ESH ACQUISITION,10.34,0.58,10.3,10.34,10.3,50918
NEUROMETRIX INC.,3.19,4.93,3.09,3.2,3.0,50886
CARTER BANKSHARES INC.,14.44,10.14,14.52,14.76,14.01,50608
AMERICAN PUBLIC EDUCATION INC.,10.79,1.98,10.61,10.88,10.36,50412
WORLD ACCEPTANCE,135.33,3.06,131.41,135.67,130.55,50398
MYR GROUP INC.,148.59,3.3,144.0,148.59,144.0,50374
JIAYIN GROUP INC. ADS,5.61,2.56,5.43,5.7,5.39,50308
GLOBAL LIGHTS ACQUISITION CORP,10.17,0.0,10.17,10.17,10.16,50172
LEXEO THERAPEUTICS INC.,16.81,11.93,16.93,17.55,16.62,50158
MOBIX LABS INC.,2.66,11.85,2.66,2.74,2.6,50112
A SPAC I ACQUISITION,10.98,0.0,11.0,11.0,10.98,50100
QUEST RESOURCE HOLDING,6.8,11.45,6.87,6.99,6.65,49848
VCI GLOBAL LTD.,0.9,2.28,0.881,0.9496,0.8805,49411
BIO-KEY INTERNATIONAL INC.,1.91,14.5,2.02,2.05,1.91,49367
DIGIHOST TECHNOLOGY INC.,1.75,11.13,1.71,1.86,1.71,49293
MILESTONE PHARMACEUTICALS INC.,1.67,4.38,1.62,1.7,1.61,49277
SIMULATIONS PLUS INC.,38.05,0.4,38.17,38.58,37.43,49257
PEAPACK-GLADSTONE FINANCIAL,27.16,11.52,27.87,27.87,26.22,49242
ARCH CAPITAL GROUP,20.38,0.25,20.32,20.42,20.18,49129
U.S. GOLD CORP.,3.71,0.27,3.72,3.78,3.69,49117
ANIKA THERAPEUTICS INC.,23.4,10.51,23.58,23.58,22.95,49070
TALPHERA INC.,1.05,0.96,1.12,1.12,1.03,48982
HILLEVAX INC.,14.46,2.05,14.09,14.46,13.85,48657
NORTHEAST COMMUNITY BANCORP,17.04,11.1,17.34,17.35,16.74,48590
VIRACTA THERAPEUTICS INC.,0.6046,6.07,0.55,0.6194,0.55,48567
COMMUNITY TRUST BANCORP INC.,41.31,10.46,41.51,41.75,40.09,48565
SIZZLE ACQUISITION,11.18,1.45,11.18,11.18,10.25,48494
CALUMET SPECIALTY PRODUCTS PARTNERS L.P,15.38,0.72,15.28,15.54,15.21,48357
BIOMERICA INC.,0.9084,12.32,0.93,0.96,0.9,48292
MOVELLA HOLDINGS INC.,0.3847,8.98,0.37,0.4,0.354,48224
KRONOS BIO INC.,1.08,14.42,1.15,1.16,1.07,48219
BIO-PATH HOLDINGS INC.,0.4299,4.6,0.43,0.4598,0.429,48207
GAN LTD.,1.53,0.66,1.52,1.54,1.52,48202
ORION ENERGY SYSTEMS INC.,1.03,0.98,1.02,1.04,0.99,48097
DIAMEDICA THERAPEUTICS INC.,3.0,6.38,2.86,3.0,2.74,48062
ENTRADA THERAPEUTICS INC.,14.77,1.37,14.66,15.19,14.09,48041
B. RILEY FINANCIAL,14.0,11.34,14.4,14.45,13.9,48001
MONEYHERO LTD.,1.06,2.91,1.09,1.09,1.01,47953
RENOVORX INC.,1.47,12.0,1.65,1.65,1.35,47939
VSE CORP.,61.99,10.19,62.11,62.2,59.74,47843
HUTCHMED (CHINA),12.93,3.44,12.75,13.3,12.75,47791
BTCS INC.,1.64,2.5,1.6,1.69,1.56,47731
ENCORE CAPITAL GROUP INC,51.26,2.36,50.3,51.3,49.9,47389
THE DIXIE GROUP INC.,0.6099,1.65,0.6,0.64,0.5802,47383
SURO CAPITAL,3.73,0.27,3.73,3.74,3.65,47272
CARVER BANCORP INC.,1.84,112.38,2.01,2.01,1.81,47188
PARAMOUNT GLOBAL 5.75% SERIES A MANDATO,18.52,0.38,18.65,18.98,18.34,47031
MARKETWISE INC.,2.46,5.58,2.36,2.56,2.32,46901
FLEXSHOPPER INC.,1.34,0.75,1.32,1.37,1.26,46857
ALCHEMY INVESTMENTS ACQUISITION CORP 1,10.56,0.19,10.54,10.56,10.54,46850
DIGIMARC CORP.,36.26,2.37,35.61,36.73,34.83,46732
SPRING VALLEY ACQUISITION,10.89,0.09,10.88,10.89,10.88,46500
INSPIRED ENTERTAINMENT INC.,9.51,3.59,9.28,9.55,9.0,46324
ACHIEVE LIFE SCIENCES INC.,5.0,1.42,4.9,5.07,4.75,46247
SHUTTLE PHARMACEUTICALS HLD.,0.39,10.08,0.4198,0.4199,0.39,46223
AGNC INVESTMENT,23.31,0.95,23.14,23.42,23.09,46180
ADITXT INC.,3.74,12.86,3.8,3.88,3.73,46167
ICF INTERNATIONAL INC.,142.2,2.27,139.33,142.34,138.95,46082
LIGHTBRIDGE CORP.,3.16,2.93,3.09,3.25,3.09,46017
CITIZENS & NORTHERN CORP,21.23,4.74,19.8,21.25,19.22,45903
ENLIVEX THERAPEUTICS,2.76,11.43,2.8,2.86,2.71,45891
SEVEN HILLS REALTY TRUST,13.12,0.69,13.19,13.31,13.02,45783
VEON LTD. ADS,20.04,3.03,19.4,20.3,19.4,45676
RBB BANCORP,17.81,0.68,17.68,18.0,16.88,45628
SHENANDOAH TELECOM CO,20.83,1.66,20.69,20.93,20.62,45564
GENASYS INC.,1.54,11.91,1.57,1.59,1.54,45419
SAFE & GREEN HOLDINGS,0.3947,3.92,0.3849,0.4279,0.3753,45370
UFP TECHNOLOGIES INC.,177.59,5.39,168.93,177.99,167.51,45335
ETAO INTERNATIONAL CO.,0.238,14.84,0.232,0.25,0.2314,45323
NOTABLE LABS,1.21,12.42,1.23,1.26,1.16,45268
THERATECHNOLOGIES INC.,1.66,7.1,1.62,1.71,1.58,45262
MAMMOTH ENERGY SERVICES INC.,3.5,10.28,3.56,3.63,3.47,45217
ODYSSEY MARINE EXPLORATION,4.68,0.0,4.74,4.75,4.61,44945
TRANSCAT INC.,111.56,1.38,110.99,112.83,110.39,44865
PURE CYCLE CORP.,10.03,2.45,9.86,10.15,9.86,44808
WESTERN NEW ENGLAND BANCORP,8.33,12.12,8.53,8.65,8.14,44451
AMERICAN WOODMARK,94.23,3.23,92.66,94.73,91.8,44359
MARTIN MIDSTREAM PARTNERS L.P.,2.18,13.96,2.26,2.27,2.15,43931
BCB BANCORP INC. (NJ),12.2,11.77,12.54,12.54,11.75,43703
FIRST CITIZENS BANCSHARES,22.6,11.31,22.99,23.0,22.47,43621
NATIONAL RESEARCH,38.83,11.45,39.4,39.72,38.49,43331
ENDRA LIFE SCIENCES INC.,1.02,12.86,1.03,1.07,1.01,43265
INDIVIOR PLC,17.36,11.59,17.57,17.82,17.25,43109
B. RILEY FINANCIAL,21.4,10.51,21.61,21.69,21.28,43078
LEMAITRE VASCULAR INC.,58.79,1.29,58.21,58.83,57.31,43014
WATERSTONE FINANCIAL INC.,13.05,11.88,13.42,13.46,12.92,43014
VINCI PARTNERS INVESTMENTS,10.46,10.57,10.52,10.62,10.32,42827
WESTPORT FUEL SYSTEMS INC,6.02,14.6,6.37,6.5,6.01,42800
CORVUS PHARMACEUTICALS INC.,2.13,6.5,2.0,2.15,2.0,42770
AIRSCULPT TECHNOLOGIES INC.,7.14,11.65,7.33,7.85,6.89,42711
AVIAT NETWORKS INC.,29.77,10.2,29.86,30.98,29.35,42674
FIRST INTERNET BANCORP,30.39,17.85,33.1,33.1,29.45,42645
NEW HORIZON AIRCRAFT,1.68,3.07,1.65,1.7,1.52,42644
PEPPERLIME HEALTH ACQUISITION,0.0316,0.0,0.003,0.035,0.003,42641
BRIGHTHOUSE FINANCIAL,20.58,0.44,20.39,20.69,20.0,42534
CNB FINANCIAL CORP.,21.06,11.36,21.48,21.5,20.47,42377
LIBERTY MEDIA CORP.,61.13,0.07,61.33,61.33,60.47,42334
GREENPOWER MOTOR CO.,2.74,3.01,2.7,2.77,2.66,42291
BALCHEM CORP.,142.9,1.95,141.37,143.05,140.0,42154
NEUROPACE INC.,14.99,2.53,14.61,15.08,13.45,42053
